GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0008652	cellular amino acid biosynthetic process	0.00991837817591568	0.247135756189937	2.62 (8/120; 62/2435)	ostta05g01350 ostta05g01820 ostta07g00060 ostta07g01110 ostta07g02250 ostta12g02970 ostta12g03060 ostta18g01010
GO:0006520	cellular amino acid metabolic process	0.0144516148398963	0.247135756189937	1.94 (13/120; 136/2435)	ostta01g01460 ostta03g05145 ostta04g04740 ostta05g01350 ostta05g01820 ostta07g00060 ostta07g01110 ostta07g02250 ostta11g02560 ostta12g02970 ostta12g03060 ostta14g03050 ostta18g01010
GO:0043043	peptide biosynthetic process	0.0145166647086782	0.247135756189937	1.68 (19/120; 229/2435)	ostta01g01460 ostta01g03190 ostta01g05910 ostta02g00250 ostta02g01010 ostta02g04680 ostta03g05145 ostta04g02970 ostta04g04740 ostta04g04870 ostta05g02300 ostta06g01430 ostta06g03350 ostta11g02560 ostta11g02730 ostta14g02660 ostta15g02200 ostta17g01760 ostta18g00630
GO:0044272	sulfur compound biosynthetic process	0.0174927210970709	0.247135756189937	3.87 (4/120; 21/2435)	ostta06g01430 ostta07g02250 ostta12g03060 ostta16g01270
GO:0006518	peptide metabolic process	0.0180017163838428	0.247135756189937	1.65 (19/120; 234/2435)	ostta01g01460 ostta01g03190 ostta01g05910 ostta02g00250 ostta02g01010 ostta02g04680 ostta03g05145 ostta04g02970 ostta04g04740 ostta04g04870 ostta05g02300 ostta06g01430 ostta06g03350 ostta11g02560 ostta11g02730 ostta14g02660 ostta15g02200 ostta17g01760 ostta18g00630
GO:1901566	organonitrogen compound biosynthetic process	0.0225856924198604	0.247135756189937	1.42 (30/120; 428/2435)	ostta01g01460 ostta01g03190 ostta01g05910 ostta02g00250 ostta02g01010 ostta02g04680 ostta03g05145 ostta04g02970 ostta04g04740 ostta04g04870 ostta05g01350 ostta05g01820 ostta05g02300 ostta06g01430 ostta06g03350 ostta07g00060 ostta07g01110 ostta07g01350 ostta07g02250 ostta11g02560 ostta11g02730 ostta12g01290 ostta12g02970 ostta12g03060 ostta14g02660 ostta15g02200 ostta16g01270 ostta17g01760 ostta18g00630 ostta18g01010
GO:1901607	alpha-amino acid biosynthetic process	0.0258730593882598	0.247135756189937	2.59 (6/120; 47/2435)	ostta07g00060 ostta07g01110 ostta07g02250 ostta12g02970 ostta12g03060 ostta18g01010
GO:0043604	amide biosynthetic process	0.0269183380350652	0.247135756189937	1.58 (19/120; 244/2435)	ostta01g01460 ostta01g03190 ostta01g05910 ostta02g00250 ostta02g01010 ostta02g04680 ostta03g05145 ostta04g02970 ostta04g04740 ostta04g04870 ostta05g02300 ostta06g01430 ostta06g03350 ostta11g02560 ostta11g02730 ostta14g02660 ostta15g02200 ostta17g01760 ostta18g00630
GO:0010467	gene expression	0.0270135948696413	0.247135756189937	1.4 (30/120; 434/2435)	ostta01g01460 ostta01g03190 ostta01g03380 ostta01g03880 ostta01g03970 ostta02g00250 ostta02g00430 ostta02g01010 ostta02g01090 ostta02g03500 ostta02g03960 ostta02g04010 ostta02g04680 ostta03g05145 ostta04g02970 ostta04g04740 ostta04g04870 ostta05g02300 ostta06g03350 ostta07g00490 ostta07g03560 ostta08g01730 ostta09g01210 ostta11g02560 ostta11g02730 ostta14g02660 ostta15g02200 ostta17g01760 ostta18g00630 ostta20g00950
GO:0034645	cellular macromolecule biosynthetic process	0.0344851692172498	0.247135756189937	1.41 (27/120; 389/2435)	ostta01g01460 ostta01g03190 ostta01g03380 ostta01g03880 ostta01g03970 ostta02g00250 ostta02g01010 ostta02g01090 ostta02g04680 ostta03g05145 ostta04g02970 ostta04g04640 ostta04g04740 ostta04g04870 ostta05g02300 ostta06g03350 ostta07g00490 ostta08g01730 ostta11g02560 ostta11g02730 ostta13g02040 ostta14g02660 ostta15g02200 ostta17g01610 ostta17g01760 ostta18g00630 ostta20g00830
GO:1901605	alpha-amino acid metabolic process	0.0383622740699283	0.247135756189937	2.19 (7/120; 65/2435)	ostta07g00060 ostta07g01110 ostta07g02250 ostta12g02970 ostta12g03060 ostta14g03050 ostta18g01010
GO:0043603	cellular amide metabolic process	0.0388798206685511	0.247135756189937	1.52 (19/120; 254/2435)	ostta01g01460 ostta01g03190 ostta01g05910 ostta02g00250 ostta02g01010 ostta02g04680 ostta03g05145 ostta04g02970 ostta04g04740 ostta04g04870 ostta05g02300 ostta06g01430 ostta06g03350 ostta11g02560 ostta11g02730 ostta14g02660 ostta15g02200 ostta17g01760 ostta18g00630
GO:0009893	positive regulation of metabolic process	0.0406572583064147	0.247135756189937	2.03 (8/120; 80/2435)	ostta03g04980 ostta03g05020 ostta03g05720 ostta05g02510 ostta09g00430 ostta09g03120 ostta10g00810 ostta17g00580
GO:0010604	positive regulation of macromolecule metabolic process	0.0406572583064147	0.247135756189937	2.03 (8/120; 80/2435)	ostta03g04980 ostta03g05020 ostta03g05720 ostta05g02510 ostta09g00430 ostta09g03120 ostta10g00810 ostta17g00580
GO:0031325	positive regulation of cellular metabolic process	0.0406572583064147	0.247135756189937	2.03 (8/120; 80/2435)	ostta03g04980 ostta03g05020 ostta03g05720 ostta05g02510 ostta09g00430 ostta09g03120 ostta10g00810 ostta17g00580
GO:0031396	regulation of protein ubiquitination	0.0406572583064147	0.247135756189937	2.03 (8/120; 80/2435)	ostta03g04980 ostta03g05020 ostta03g05720 ostta05g02510 ostta09g00430 ostta09g03120 ostta10g00810 ostta17g00580
