GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0006260	DNA replication	0.000248190374910871	0.0485930628772864	6.48 (6/47; 48/2435)	ostta02g00555 ostta08g00710 ostta11g01400 ostta12g00110 ostta14g01050 ostta18g01440
GO:0006259	DNA metabolic process	0.00434888784382628	0.425733231027204	2.98 (8/47; 139/2435)	ostta02g00555 ostta02g01245 ostta03g03780 ostta08g00710 ostta11g01400 ostta12g00110 ostta14g01050 ostta18g01440
GO:0055086	nucleobase-containing small molecule metabolic process	0.0112949014986957	0.703024742105264	3.11 (6/47; 100/2435)	ostta01g02770 ostta02g05090 ostta03g01300 ostta06g00050 ostta08g00560 ostta12g00480
GO:0015994	chlorophyll metabolic process	0.017953588844086	0.703024742105264	9.42 (2/47; 11/2435)	ostta04g02090 ostta05g04960
GO:0015995	chlorophyll biosynthetic process	0.017953588844086	0.703024742105264	9.42 (2/47; 11/2435)	ostta04g02090 ostta05g04960
GO:0006753	nucleoside phosphate metabolic process	0.0223060538206983	0.727881756254367	3.05 (5/47; 85/2435)	ostta01g02770 ostta03g01300 ostta06g00050 ostta08g00560 ostta12g00480
GO:0009119	ribonucleoside metabolic process	0.0368477588564512	0.739560949396287	6.48 (2/47; 16/2435)	ostta02g05090 ostta03g01300
GO:0046148	pigment biosynthetic process	0.0368477588564512	0.739560949396287	6.48 (2/47; 16/2435)	ostta04g02090 ostta05g04960
GO:0042440	pigment metabolic process	0.0412551817354111	0.739560949396287	6.1 (2/47; 17/2435)	ostta04g02090 ostta05g04960
GO:0044281	small molecule metabolic process	0.041489660025843	0.739560949396287	1.75 (11/47; 326/2435)	ostta01g00040 ostta01g02770 ostta02g05090 ostta03g01300 ostta06g00050 ostta06g00880 ostta06g03510 ostta08g00560 ostta09g02690 ostta10g03420 ostta12g00480
