GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0006790	sulfur compound metabolic process	0.0023895909409784	0.414640566724607	5.17 (5/62; 38/2435)	ostta02g01190 ostta03g04440 ostta09g03020 ostta10g00110 ostta10g00580
GO:0043604	amide biosynthetic process	0.00695267395676278	0.414640566724607	2.09 (13/62; 244/2435)	ostta01g00970 ostta01g04410 ostta02g01190 ostta02g01970 ostta02g04990 ostta03g02650 ostta04g00090 ostta05g00490 ostta10g00580 ostta14g00880 ostta14g01840 ostta14g01850 ostta16g00330
GO:1901566	organonitrogen compound biosynthetic process	0.00766019671478609	0.414640566724607	1.74 (19/62; 428/2435)	ostta01g00970 ostta01g04410 ostta02g01190 ostta02g01970 ostta02g04990 ostta03g01160 ostta03g02650 ostta03g04150 ostta04g00090 ostta05g00490 ostta06g00520 ostta10g00580 ostta10g03010 ostta12g01530 ostta14g00880 ostta14g01840 ostta14g01850 ostta16g00330 ostta16g02560
GO:0043603	cellular amide metabolic process	0.00971235855338667	0.414640566724607	2.01 (13/62; 254/2435)	ostta01g00970 ostta01g04410 ostta02g01190 ostta02g01970 ostta02g04990 ostta03g02650 ostta04g00090 ostta05g00490 ostta10g00580 ostta14g00880 ostta14g01840 ostta14g01850 ostta16g00330
GO:0043043	peptide biosynthetic process	0.0109414803497036	0.414640566724607	2.06 (12/62; 229/2435)	ostta01g00970 ostta01g04410 ostta02g01190 ostta02g01970 ostta02g04990 ostta03g02650 ostta04g00090 ostta05g00490 ostta14g00880 ostta14g01840 ostta14g01850 ostta16g00330
GO:0006518	peptide metabolic process	0.0129010525023552	0.414640566724607	2.01 (12/62; 234/2435)	ostta01g00970 ostta01g04410 ostta02g01190 ostta02g01970 ostta02g04990 ostta03g02650 ostta04g00090 ostta05g00490 ostta14g00880 ostta14g01840 ostta14g01850 ostta16g00330
GO:0044281	small molecule metabolic process	0.0139967500950185	0.414640566724607	1.81 (15/62; 326/2435)	ostta02g01970 ostta03g01160 ostta03g04150 ostta05g00100 ostta05g00490 ostta06g00520 ostta08g02240 ostta09g00970 ostta10g00580 ostta10g02780 ostta10g03010 ostta11g01580 ostta12g01530 ostta14g01840 ostta16g02560
GO:0044271	cellular nitrogen compound biosynthetic process	0.0184405131389399	0.429218146380286	1.6 (19/62; 465/2435)	ostta01g00970 ostta01g04410 ostta02g01190 ostta02g01970 ostta02g04990 ostta03g01160 ostta03g02650 ostta03g04150 ostta04g00090 ostta05g00490 ostta06g00520 ostta10g00430 ostta10g00580 ostta10g03010 ostta14g00880 ostta14g01840 ostta14g01850 ostta16g00330 ostta16g02540
GO:0006520	cellular amino acid metabolic process	0.0201500393013168	0.429218146380286	2.31 (8/62; 136/2435)	ostta02g01970 ostta05g00490 ostta08g02240 ostta09g00970 ostta10g02780 ostta12g01530 ostta14g01840 ostta16g02560
GO:0006412	translation	0.0247598419945189	0.429218146380286	1.91 (11/62; 226/2435)	ostta01g00970 ostta01g04410 ostta02g01970 ostta02g04990 ostta03g02650 ostta04g00090 ostta05g00490 ostta14g00880 ostta14g01840 ostta14g01850 ostta16g00330
GO:0009081	branched-chain amino acid metabolic process	0.0251701429325199	0.429218146380286	7.85 (2/62; 10/2435)	ostta08g02240 ostta12g01530
GO:0019752	carboxylic acid metabolic process	0.0281049624840257	0.429218146380286	1.95 (10/62; 201/2435)	ostta02g01970 ostta05g00100 ostta05g00490 ostta08g02240 ostta09g00970 ostta10g00580 ostta10g02780 ostta12g01530 ostta14g01840 ostta16g02560
GO:0006082	organic acid metabolic process	0.0289776718114609	0.429218146380286	1.94 (10/62; 202/2435)	ostta02g01970 ostta05g00100 ostta05g00490 ostta08g02240 ostta09g00970 ostta10g00580 ostta10g02780 ostta12g01530 ostta14g01840 ostta16g02560
GO:0043436	oxoacid metabolic process	0.0289776718114609	0.429218146380286	1.94 (10/62; 202/2435)	ostta02g01970 ostta05g00100 ostta05g00490 ostta08g02240 ostta09g00970 ostta10g00580 ostta10g02780 ostta12g01530 ostta14g01840 ostta16g02560
