GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0006720	isoprenoid metabolic process	0.0085846655122301	0.581974691316354	4.6 (4/163; 13/2435)	ostta08g01180 ostta09g00960 ostta14g00700 ostta16g01910
GO:0008299	isoprenoid biosynthetic process	0.0085846655122301	0.581974691316354	4.6 (4/163; 13/2435)	ostta08g01180 ostta09g00960 ostta14g00700 ostta16g01910
GO:0019438	aromatic compound biosynthetic process	0.0117166208926354	0.581974691316354	1.58 (25/163; 236/2435)	ostta01g03600 ostta01g05460 ostta02g01590 ostta02g01980 ostta02g03640 ostta02g04470 ostta03g04670 ostta05g01030 ostta05g01370 ostta05g01970 ostta06g02590 ostta06g03060 ostta09g00580 ostta10g01190 ostta10g02610 ostta11g00690 ostta12g01030 ostta14g00340 ostta15g01210 ostta16g01340 ostta17g00067 ostta18g00940 ostta18g01860 ostta20g00060 ostta20g00850
GO:0006520	cellular amino acid metabolic process	0.0170513977697122	0.581974691316354	1.76 (16/163; 136/2435)	ostta02g01790 ostta02g01980 ostta02g03640 ostta03g02860 ostta03g04670 ostta05g01710 ostta06g01790 ostta06g02530 ostta08g01740 ostta08g03770 ostta09g00970 ostta10g02610 ostta10g03200 ostta14g01840 ostta15g02900 ostta16g02560
GO:0006418	tRNA aminoacylation for protein translation	0.019472423738407	0.581974691316354	2.49 (7/163; 42/2435)	ostta02g01790 ostta03g02860 ostta06g01790 ostta06g02530 ostta08g01740 ostta08g03770 ostta14g01840
GO:1901362	organic cyclic compound biosynthetic process	0.021620182935844	0.581974691316354	1.49 (26/163; 261/2435)	ostta01g03600 ostta01g05460 ostta02g01590 ostta02g01980 ostta02g03640 ostta02g04470 ostta03g04670 ostta05g01030 ostta05g01370 ostta05g01970 ostta06g00040 ostta06g02590 ostta06g03060 ostta09g00580 ostta10g01190 ostta10g02610 ostta11g00690 ostta12g01030 ostta14g00340 ostta15g01210 ostta16g01340 ostta17g00067 ostta18g00940 ostta18g01860 ostta20g00060 ostta20g00850
GO:0043038	amino acid activation	0.021987782253669	0.581974691316354	2.43 (7/163; 43/2435)	ostta02g01790 ostta03g02860 ostta06g01790 ostta06g02530 ostta08g01740 ostta08g03770 ostta14g01840
GO:0043039	tRNA aminoacylation	0.021987782253669	0.581974691316354	2.43 (7/163; 43/2435)	ostta02g01790 ostta03g02860 ostta06g01790 ostta06g02530 ostta08g01740 ostta08g03770 ostta14g01840
GO:0044281	small molecule metabolic process	0.0228698154177933	0.581974691316354	1.42 (31/163; 326/2435)	ostta01g02220 ostta01g03600 ostta02g01790 ostta02g01980 ostta02g03640 ostta02g04470 ostta03g01300 ostta03g02860 ostta03g04670 ostta05g00940 ostta05g01710 ostta05g01970 ostta05g04980 ostta06g01790 ostta06g02530 ostta08g00980 ostta08g01180 ostta08g01740 ostta08g02470 ostta08g03770 ostta09g00580 ostta09g00970 ostta09g03060 ostta10g02610 ostta10g03200 ostta14g01840 ostta15g01210 ostta15g01700 ostta15g02900 ostta16g02560 ostta18g00940
GO:0019752	carboxylic acid metabolic process	0.0237198113425654	0.581974691316354	1.56 (21/163; 201/2435)	ostta01g02220 ostta02g01790 ostta02g01980 ostta02g03640 ostta03g02860 ostta03g04670 ostta05g01710 ostta06g01790 ostta06g02530 ostta08g01180 ostta08g01740 ostta08g03770 ostta09g00970 ostta09g03060 ostta10g02610 ostta10g03200 ostta14g01840 ostta15g01210 ostta15g02900 ostta16g02560 ostta18g00940
GO:0006082	organic acid metabolic process	0.0249417724849866	0.581974691316354	1.55 (21/163; 202/2435)	ostta01g02220 ostta02g01790 ostta02g01980 ostta02g03640 ostta03g02860 ostta03g04670 ostta05g01710 ostta06g01790 ostta06g02530 ostta08g01180 ostta08g01740 ostta08g03770 ostta09g00970 ostta09g03060 ostta10g02610 ostta10g03200 ostta14g01840 ostta15g01210 ostta15g02900 ostta16g02560 ostta18g00940
GO:0043436	oxoacid metabolic process	0.0249417724849866	0.581974691316354	1.55 (21/163; 202/2435)	ostta01g02220 ostta02g01790 ostta02g01980 ostta02g03640 ostta03g02860 ostta03g04670 ostta05g01710 ostta06g01790 ostta06g02530 ostta08g01180 ostta08g01740 ostta08g03770 ostta09g00970 ostta09g03060 ostta10g02610 ostta10g03200 ostta14g01840 ostta15g01210 ostta15g02900 ostta16g02560 ostta18g00940
GO:0006352	DNA-templated transcription, initiation	0.0282640499686061	0.587219914143979	3.32 (4/163; 18/2435)	ostta01g05460 ostta02g01590 ostta06g02590 ostta17g00067
GO:0044271	cellular nitrogen compound biosynthetic process	0.0293609957071989	0.587219914143979	1.32 (41/163; 465/2435)	ostta01g03600 ostta01g05460 ostta02g01590 ostta02g01790 ostta02g02570 ostta02g04120 ostta02g04470 ostta03g02860 ostta03g03015 ostta03g04670 ostta04g00090 ostta04g03960 ostta05g01030 ostta05g01370 ostta05g01710 ostta05g01970 ostta06g01790 ostta06g02530 ostta06g02590 ostta06g03060 ostta07g01760 ostta07g04000 ostta07g04530 ostta08g01740 ostta08g03770 ostta09g00580 ostta10g01190 ostta11g00690 ostta12g01030 ostta14g00340 ostta14g01840 ostta14g01850 ostta15g00930 ostta15g01210 ostta16g01340 ostta17g00067 ostta17g02240 ostta18g00940 ostta18g01860 ostta20g00060 ostta20g00850
