GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0005975	carbohydrate metabolic process	8.10755789832423e-05	0.0261148707040759	2.12 (27/250; 124/2435)	ostta01g01530 ostta01g02440 ostta01g03040 ostta01g03050 ostta01g05290 ostta02g03070 ostta03g00350 ostta03g00870 ostta03g05500 ostta04g02740 ostta04g04420 ostta05g01430 ostta06g01650 ostta07g02260 ostta07g03070 ostta07g03640 ostta08g01310 ostta08g01570 ostta10g01470 ostta11g00260 ostta11g00800 ostta14g02180 ostta15g02520 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0034637	cellular carbohydrate biosynthetic process	0.000193690383553731	0.031194345982864	4.33 (8/250; 18/2435)	ostta01g02440 ostta02g03070 ostta03g00870 ostta07g03070 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0016051	carbohydrate biosynthetic process	0.00035938483528204	0.0385865823144927	3.65 (9/250; 24/2435)	ostta01g01530 ostta01g02440 ostta02g03070 ostta03g00870 ostta07g03070 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0000271	polysaccharide biosynthetic process	0.00162830940544365	0.10489740590858	4.17 (6/250; 14/2435)	ostta03g00870 ostta07g03070 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0033692	cellular polysaccharide biosynthetic process	0.00162830940544365	0.10489740590858	4.17 (6/250; 14/2435)	ostta03g00870 ostta07g03070 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0044264	cellular polysaccharide metabolic process	0.00248343830390288	0.132875384428964	3.9 (6/250; 15/2435)	ostta03g00870 ostta07g03070 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0044255	cellular lipid metabolic process	0.0028876513282765	0.132875384428964	2.15 (15/250; 68/2435)	ostta01g02220 ostta01g02650 ostta02g03070 ostta03g00520 ostta03g05590 ostta04g03270 ostta05g00100 ostta12g02740 ostta15g01140 ostta15g01890 ostta16g01600 ostta16g01910 ostta19g00480 ostta19g00500 ostta20g00830
GO:0008610	lipid biosynthetic process	0.0040120612985135	0.154433157576297	2.22 (13/250; 57/2435)	ostta01g02220 ostta02g03070 ostta03g05590 ostta04g03270 ostta05g00100 ostta12g02740 ostta15g01140 ostta15g01890 ostta16g01600 ostta16g01910 ostta19g00480 ostta19g00500 ostta20g00830
GO:0044262	cellular carbohydrate metabolic process	0.00431504410874948	0.154433157576297	2.89 (8/250; 27/2435)	ostta01g02440 ostta02g03070 ostta03g00870 ostta07g03070 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0005976	polysaccharide metabolic process	0.00514520409487175	0.165729731897974	3.44 (6/250; 17/2435)	ostta03g00870 ostta07g03070 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0016310	phosphorylation	0.00663978228137554	0.194428074459418	1.63 (26/250; 155/2435)	ostta01g01780 ostta01g02180 ostta01g03040 ostta01g04270 ostta02g00460 ostta02g03370 ostta02g03890 ostta02g04830 ostta03g02590 ostta04g03710 ostta04g04420 ostta06g00040 ostta06g03140 ostta07g02770 ostta08g01310 ostta09g03560 ostta09g03890 ostta09g04050 ostta10g01470 ostta13g02720 ostta14g02800 ostta15g00110 ostta15g01200 ostta16g01890 ostta16g01910 ostta17g00560
GO:1901137	carbohydrate derivative biosynthetic process	0.00759366710259839	0.203830011701325	2.01 (14/250; 68/2435)	ostta01g01530 ostta01g03040 ostta02g01600 ostta04g00750 ostta04g04420 ostta05g02820 ostta10g00830 ostta10g01470 ostta10g02850 ostta10g03010 ostta16g01600 ostta19g00480 ostta19g00500 ostta20g00830
GO:0006631	fatty acid metabolic process	0.00945813642772557	0.231878495459895	3.08 (6/250; 19/2435)	ostta01g02220 ostta01g02650 ostta05g00100 ostta12g02740 ostta15g01140 ostta15g01890
GO:0006605	protein targeting	0.0100783790510346	0.231878495459895	3.48 (5/250; 14/2435)	ostta01g00810 ostta01g04100 ostta02g00370 ostta04g03190 ostta10g00540
GO:0032787	monocarboxylic acid metabolic process	0.0134772894680808	0.278135268721013	2.16 (10/250; 45/2435)	ostta01g02220 ostta01g02650 ostta01g03040 ostta02g02340 ostta04g04420 ostta05g00100 ostta10g01470 ostta12g02740 ostta15g01140 ostta15g01890
GO:0006633	fatty acid biosynthetic process	0.0138758494246005	0.278135268721013	3.25 (5/250; 15/2435)	ostta01g02220 ostta05g00100 ostta12g02740 ostta15g01140 ostta15g01890
GO:0072330	monocarboxylic acid biosynthetic process	0.0146793614047201	0.278135268721013	2.25 (9/250; 39/2435)	ostta01g02220 ostta01g03040 ostta02g02340 ostta04g04420 ostta05g00100 ostta10g01470 ostta12g02740 ostta15g01140 ostta15g01890
GO:0015980	energy derivation by oxidation of organic compounds	0.0185299617813844	0.331588789772142	3.04 (5/250; 16/2435)	ostta02g02650 ostta02g04820 ostta03g00870 ostta07g03070 ostta14g00080
