GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0006412	translation	3.99919626859429e-21	1.25869440453652e-18	2.62 (88/362; 226/2435)	ostta01g00485 ostta01g01460 ostta01g02400 ostta01g02960 ostta01g03190 ostta01g04340 ostta02g00250 ostta02g01010 ostta02g01390 ostta02g01970 ostta02g02200 ostta02g04120 ostta02g04680 ostta03g01020 ostta03g01600 ostta03g02100 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g01310 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta05g00110 ostta05g02300 ostta05g02870 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g01530 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g04240 ostta07g00280 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03650 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g02550 ostta09g04010 ostta10g00100 ostta11g02560 ostta11g03280 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01840 ostta14g01850 ostta14g02770 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00530 ostta17g00820 ostta18g00630 ostta20g00130
GO:0043043	peptide biosynthetic process	1.16841357120855e-20	1.83871398837556e-18	2.58 (88/362; 229/2435)	ostta01g00485 ostta01g01460 ostta01g02400 ostta01g02960 ostta01g03190 ostta01g04340 ostta02g00250 ostta02g01010 ostta02g01390 ostta02g01970 ostta02g02200 ostta02g04120 ostta02g04680 ostta03g01020 ostta03g01600 ostta03g02100 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g01310 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta05g00110 ostta05g02300 ostta05g02870 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g01530 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g04240 ostta07g00280 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03650 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g02550 ostta09g04010 ostta10g00100 ostta11g02560 ostta11g03280 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01840 ostta14g01850 ostta14g02770 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00530 ostta17g00820 ostta18g00630 ostta20g00130
GO:0043604	amide biosynthetic process	2.50567849062479e-20	2.62876445156776e-18	2.51 (91/362; 244/2435)	ostta01g00485 ostta01g01460 ostta01g02400 ostta01g02960 ostta01g03190 ostta01g04340 ostta02g00250 ostta02g01010 ostta02g01390 ostta02g01970 ostta02g02200 ostta02g04120 ostta02g04680 ostta03g01020 ostta03g01320 ostta03g01600 ostta03g02100 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g01310 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta05g00110 ostta05g01710 ostta05g02300 ostta05g02870 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g01530 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g04240 ostta07g00280 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03650 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g02550 ostta09g04010 ostta10g00100 ostta10g00580 ostta11g02560 ostta11g03280 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01840 ostta14g01850 ostta14g02770 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00530 ostta17g00820 ostta18g00630 ostta20g00130
GO:0006518	peptide metabolic process	6.60345400347746e-20	5.19587565010463e-18	2.53 (88/362; 234/2435)	ostta01g00485 ostta01g01460 ostta01g02400 ostta01g02960 ostta01g03190 ostta01g04340 ostta02g00250 ostta02g01010 ostta02g01390 ostta02g01970 ostta02g02200 ostta02g04120 ostta02g04680 ostta03g01020 ostta03g01600 ostta03g02100 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g01310 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta05g00110 ostta05g02300 ostta05g02870 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g01530 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g04240 ostta07g00280 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03650 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g02550 ostta09g04010 ostta10g00100 ostta11g02560 ostta11g03280 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01840 ostta14g01850 ostta14g02770 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00530 ostta17g00820 ostta18g00630 ostta20g00130
GO:0043603	cellular amide metabolic process	6.37512411761367e-19	4.01297286561366e-17	2.41 (91/362; 254/2435)	ostta01g00485 ostta01g01460 ostta01g02400 ostta01g02960 ostta01g03190 ostta01g04340 ostta02g00250 ostta02g01010 ostta02g01390 ostta02g01970 ostta02g02200 ostta02g04120 ostta02g04680 ostta03g01020 ostta03g01320 ostta03g01600 ostta03g02100 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g01310 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta05g00110 ostta05g01710 ostta05g02300 ostta05g02870 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g01530 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g04240 ostta07g00280 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03650 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g02550 ostta09g04010 ostta10g00100 ostta10g00580 ostta11g02560 ostta11g03280 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01840 ostta14g01850 ostta14g02770 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00530 ostta17g00820 ostta18g00630 ostta20g00130
GO:1901566	organonitrogen compound biosynthetic process	3.26152439273093e-16	1.71086981302903e-14	1.92 (122/362; 428/2435)	ostta01g00485 ostta01g01230 ostta01g01460 ostta01g01500 ostta01g02400 ostta01g02960 ostta01g03120 ostta01g03190 ostta01g04340 ostta01g05260 ostta02g00250 ostta02g01010 ostta02g01390 ostta02g01690 ostta02g01970 ostta02g02200 ostta02g02860 ostta02g03640 ostta02g04120 ostta02g04680 ostta02g05090 ostta03g00660 ostta03g01020 ostta03g01320 ostta03g01600 ostta03g02100 ostta03g02470 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g01310 ostta04g01500 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta05g00110 ostta05g01350 ostta05g01710 ostta05g01820 ostta05g01970 ostta05g02300 ostta05g02870 ostta05g03860 ostta05g04380 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g00520 ostta06g01530 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g04240 ostta07g00280 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03650 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g01610 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g01930 ostta09g02550 ostta09g03600 ostta09g04010 ostta10g00100 ostta10g00580 ostta10g03390 ostta11g00080 ostta11g00540 ostta11g02560 ostta11g03280 ostta12g00240 ostta12g01290 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01750 ostta14g01840 ostta14g01850 ostta14g02470 ostta14g02770 ostta14g02970 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00480 ostta16g00530 ostta16g01270 ostta16g02560 ostta17g00820 ostta18g00630 ostta20g00130
GO:0010467	gene expression	2.09612529964511e-11	9.42468367810359e-10	1.74 (112/362; 434/2435)	ostta01g00485 ostta01g01460 ostta01g01860 ostta01g02400 ostta01g02500 ostta01g02960 ostta01g03190 ostta01g03580 ostta01g04340 ostta02g00250 ostta02g00640 ostta02g00960 ostta02g01010 ostta02g01230 ostta02g01390 ostta02g01970 ostta02g02200 ostta02g03960 ostta02g04120 ostta02g04680 ostta02g05090 ostta03g00780 ostta03g01020 ostta03g01600 ostta03g01880 ostta03g02000 ostta03g02100 ostta03g02610 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g04970 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g00220 ostta04g01310 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02020 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta04g05010 ostta05g00110 ostta05g01320 ostta05g02300 ostta05g02870 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g01530 ostta06g01660 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g04240 ostta07g00280 ostta07g00490 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03190 ostta07g03560 ostta07g03650 ostta07g03700 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g01730 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g02550 ostta09g04010 ostta10g00100 ostta11g01810 ostta11g02560 ostta11g03280 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01840 ostta14g01850 ostta14g02770 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00530 ostta17g00820 ostta18g00630 ostta20g00130
GO:0044271	cellular nitrogen compound biosynthetic process	9.2053624373101e-11	3.62158337994174e-09	1.68 (116/362; 465/2435)	ostta01g00485 ostta01g01460 ostta01g01500 ostta01g02400 ostta01g02960 ostta01g03120 ostta01g03190 ostta01g04340 ostta02g00250 ostta02g01010 ostta02g01390 ostta02g01970 ostta02g02200 ostta02g02860 ostta02g04120 ostta02g04680 ostta02g05090 ostta02g05450 ostta03g00660 ostta03g01020 ostta03g01320 ostta03g01600 ostta03g02100 ostta03g02770 ostta03g02960 ostta03g03015 ostta03g03240 ostta03g03300 ostta03g04510 ostta03g04810 ostta03g05145 ostta03g05750 ostta03g05760 ostta04g00090 ostta04g00220 ostta04g01310 ostta04g01610 ostta04g01660 ostta04g01760 ostta04g02650 ostta04g02970 ostta04g04170 ostta04g04740 ostta04g04870 ostta04g05010 ostta05g00110 ostta05g01320 ostta05g01710 ostta05g01970 ostta05g02300 ostta05g02870 ostta05g03860 ostta05g03930 ostta05g04380 ostta05g04800 ostta05g04910 ostta06g00460 ostta06g00520 ostta06g01530 ostta06g01860 ostta06g02220 ostta06g02530 ostta06g03000 ostta06g04240 ostta07g00280 ostta07g00490 ostta07g00910 ostta07g01260 ostta07g01530 ostta07g01760 ostta07g02780 ostta07g03650 ostta07g03885 ostta07g04000 ostta07g04180 ostta07g04530 ostta08g01395 ostta08g01610 ostta08g01730 ostta08g02010 ostta08g03240 ostta08g03770 ostta09g01860 ostta09g01930 ostta09g02550 ostta09g04010 ostta10g00100 ostta10g00580 ostta10g03390 ostta11g02560 ostta11g03280 ostta12g00240 ostta12g01290 ostta12g01630 ostta12g02680 ostta12g02830 ostta12g03100 ostta13g00070 ostta13g01580 ostta13g01650 ostta14g01060 ostta14g01840 ostta14g01850 ostta14g02770 ostta15g00620 ostta15g01160 ostta15g02010 ostta15g02200 ostta15g02360 ostta16g00070 ostta16g00480 ostta16g00530 ostta16g01270 ostta17g00820 ostta18g00630 ostta20g00130
GO:0006399	tRNA metabolic process	4.68919748566837e-09	1.639848009608e-07	2.83 (32/362; 76/2435)	ostta01g01460 ostta01g04340 ostta02g00640 ostta02g01230 ostta02g01970 ostta02g05090 ostta03g01880 ostta03g02000 ostta03g02610 ostta03g04970 ostta03g05145 ostta04g01610 ostta04g01660 ostta04g02020 ostta04g02650 ostta04g04740 ostta06g00460 ostta06g01660 ostta06g02530 ostta07g00280 ostta07g01260 ostta07g02780 ostta08g02010 ostta08g03770 ostta09g01860 ostta10g00100 ostta11g01810 ostta11g02560 ostta11g03280 ostta13g01580 ostta14g01840 ostta15g00620
GO:0006520	cellular amino acid metabolic process	9.05029101325824e-09	2.84846001364654e-07	2.28 (46/362; 136/2435)	ostta01g01230 ostta01g01460 ostta01g01590 ostta01g04340 ostta01g05260 ostta02g01690 ostta02g01970 ostta02g03640 ostta03g00920 ostta03g01320 ostta03g02470 ostta03g03750 ostta03g05145 ostta04g01500 ostta04g01610 ostta04g01660 ostta04g02650 ostta04g04740 ostta05g01350 ostta05g01710 ostta05g01820 ostta06g00460 ostta06g02530 ostta06g04200 ostta07g00280 ostta07g01260 ostta07g02780 ostta08g02010 ostta08g03770 ostta09g00970 ostta09g01860 ostta09g03600 ostta10g00100 ostta10g02540 ostta11g00080 ostta11g00540 ostta11g02560 ostta11g03280 ostta13g01580 ostta14g01750 ostta14g01840 ostta14g02470 ostta14g02970 ostta15g00620 ostta16g02030 ostta16g02560
