GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0015979	photosynthesis	7.49250948788731e-18	2.11367636079347e-15	10.24 (21/128; 39/2435)	ostta01g03170 ostta01g05690 ostta02g00580 ostta02g02380 ostta02g02560 ostta02g03860 ostta02g04980 ostta04g01790 ostta05g00800 ostta05g04560 ostta05g04960 ostta06g00250 ostta07g01740 ostta12g00420 ostta14g00150 ostta14g02630 ostta15g00990 ostta15g02670 ostta15g02680 ostta16g01620 ostta17g00570
GO:0033014	tetrapyrrole biosynthetic process	5.50620422003755e-10	7.76664595247401e-08	7.61 (14/128; 35/2435)	ostta01g02390 ostta01g03390 ostta01g05690 ostta02g02380 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g04960 ostta07g01740 ostta11g00690 ostta12g02460 ostta15g02680 ostta20g00080
GO:0033013	tetrapyrrole metabolic process	8.61276817276828e-10	8.09902410632245e-08	7.4 (14/128; 36/2435)	ostta01g02390 ostta01g03390 ostta01g05690 ostta02g02380 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g04960 ostta07g01740 ostta11g00690 ostta12g02460 ostta15g02680 ostta20g00080
GO:0006779	porphyrin-containing compound biosynthetic process	7.27080046491847e-08	5.12782769631092e-06	8.27 (10/128; 23/2435)	ostta01g03390 ostta01g05690 ostta02g02380 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g04960 ostta07g01740 ostta12g02460 ostta15g02680
GO:0006778	porphyrin-containing compound metabolic process	1.19130601332723e-07	6.72147392782522e-06	7.93 (10/128; 24/2435)	ostta01g03390 ostta01g05690 ostta02g02380 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g04960 ostta07g01740 ostta12g02460 ostta15g02680
GO:0019438	aromatic compound biosynthetic process	1.70256484583262e-07	8.00504173128322e-06	2.58 (32/128; 236/2435)	ostta01g00830 ostta01g02390 ostta01g03390 ostta01g04630 ostta01g05690 ostta02g00810 ostta02g01170 ostta02g02380 ostta02g03440 ostta03g03120 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g01940 ostta05g04960 ostta06g01070 ostta07g00720 ostta07g01740 ostta08g00865 ostta09g01080 ostta10g01190 ostta10g03410 ostta11g00690 ostta11g02780 ostta12g00510 ostta12g02460 ostta15g02680 ostta16g01340 ostta16g02540 ostta18g00940 ostta20g00080
GO:0018130	heterocycle biosynthetic process	8.90108460358337e-07	3.58720402069225e-05	2.41 (32/128; 253/2435)	ostta01g00830 ostta01g02390 ostta01g03390 ostta01g04630 ostta01g05690 ostta02g00810 ostta02g01170 ostta02g02380 ostta02g03440 ostta03g03120 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g01940 ostta05g04960 ostta06g01070 ostta07g00720 ostta07g01740 ostta08g00865 ostta09g01080 ostta10g01190 ostta10g03410 ostta11g00690 ostta11g02780 ostta12g00510 ostta12g02460 ostta15g02680 ostta16g01340 ostta16g02540 ostta18g00940 ostta20g00080
GO:1901362	organic cyclic compound biosynthetic process	1.82555084643408e-06	6.43746877426754e-05	2.33 (32/128; 261/2435)	ostta01g00830 ostta01g02390 ostta01g03390 ostta01g04630 ostta01g05690 ostta02g00810 ostta02g01170 ostta02g02380 ostta02g03440 ostta03g03120 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g01940 ostta05g04960 ostta06g01070 ostta07g00720 ostta07g01740 ostta08g00865 ostta09g01080 ostta10g01190 ostta10g03410 ostta11g00690 ostta11g02780 ostta12g00510 ostta12g02460 ostta15g02680 ostta16g01340 ostta16g02540 ostta18g00940 ostta20g00080
GO:0015994	chlorophyll metabolic process	6.99044918807527e-06	0.000197204250779387	10.38 (6/128; 11/2435)	ostta01g05690 ostta02g02380 ostta04g02090 ostta05g04960 ostta07g01740 ostta15g02680
GO:0015995	chlorophyll biosynthetic process	6.99044918807527e-06	0.000197204250779387	10.38 (6/128; 11/2435)	ostta01g05690 ostta02g02380 ostta04g02090 ostta05g04960 ostta07g01740 ostta15g02680
GO:0046148	pigment biosynthetic process	9.73301312307994e-05	0.00229511981983383	7.13 (6/128; 16/2435)	ostta01g05690 ostta02g02380 ostta04g02090 ostta05g04960 ostta07g01740 ostta15g02680
GO:0009889	regulation of biosynthetic process	0.000122035288927732	0.00229511981983383	3.06 (14/128; 87/2435)	ostta01g04630 ostta02g00990 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:0010556	regulation of macromolecule biosynthetic process	0.000122035288927732	0.00229511981983383	3.06 (14/128; 87/2435)	ostta01g04630 ostta02g00990 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:0031326	regulation of cellular biosynthetic process	0.000122035288927732	0.00229511981983383	3.06 (14/128; 87/2435)	ostta01g04630 ostta02g00990 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.000122035288927732	0.00229511981983383	3.06 (14/128; 87/2435)	ostta01g04630 ostta02g00990 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:0010468	regulation of gene expression	0.000138686252572955	0.00238932997959074	3.03 (14/128; 88/2435)	ostta01g04630 ostta02g00990 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:0042440	pigment metabolic process	0.000143983877501457	0.00238932997959074	6.71 (6/128; 17/2435)	ostta01g05690 ostta02g02380 ostta04g02090 ostta05g04960 ostta07g01740 ostta15g02680
GO:0006355	regulation of transcription, DNA-templated	0.000171290453761551	0.00241609692674188	3.13 (13/128; 79/2435)	ostta01g04630 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:1903506	regulation of nucleic acid-templated transcription	0.000171290453761551	0.00241609692674188	3.13 (13/128; 79/2435)	ostta01g04630 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:2001141	regulation of RNA biosynthetic process	0.000171290453761551	0.00241609692674188	3.13 (13/128; 79/2435)	ostta01g04630 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
GO:0065007	biological regulation	0.000191072192189073	0.00250632888965049	1.99 (28/128; 268/2435)	ostta01g02780 ostta01g04630 ostta01g05070 ostta02g00990 ostta02g01170 ostta02g01920 ostta02g03440 ostta03g03120 ostta03g03150 ostta05g00940 ostta05g01940 ostta06g01070 ostta06g01230 ostta07g00720 ostta07g02520 ostta08g00865 ostta08g04240 ostta10g01190 ostta10g02780 ostta10g03200 ostta10g03410 ostta12g00510 ostta14g00150 ostta14g02420 ostta14g02540 ostta15g02900 ostta16g01340 ostta16g02540
GO:0051252	regulation of RNA metabolic process	0.000195456245498863	0.00250632888965049	3.09 (13/128; 80/2435)	ostta01g04630 ostta02g01170 ostta02g03440 ostta03g03120 ostta05g01940 ostta06g01070 ostta07g00720 ostta08g00865 ostta10g01190 ostta10g03410 ostta12g00510 ostta16g01340 ostta16g02540
