GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0015979	photosynthesis	1.36624138593031e-19	2.40170854158275e-17	11.08 (22/124; 39/2435)	ostta01g03170 ostta01g05690 ostta02g00580 ostta02g02380 ostta02g02510 ostta02g02560 ostta02g03860 ostta04g01790 ostta05g00800 ostta05g04560 ostta05g04960 ostta06g00250 ostta07g01740 ostta07g02590 ostta12g00420 ostta14g00150 ostta14g02630 ostta15g00990 ostta15g02670 ostta15g02680 ostta16g01620 ostta17g00570
GO:0033014	tetrapyrrole biosynthetic process	1.39918122455365e-16	1.22980665526557e-14	10.66 (19/124; 35/2435)	ostta01g02390 ostta01g03390 ostta01g05690 ostta02g02380 ostta02g02510 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g04960 ostta06g03370 ostta07g01740 ostta07g02590 ostta08g01100 ostta11g00690 ostta12g02460 ostta15g02680 ostta17g00130 ostta20g00080
GO:0033013	tetrapyrrole metabolic process	2.84008542451617e-16	1.66419040664632e-14	10.36 (19/124; 36/2435)	ostta01g02390 ostta01g03390 ostta01g05690 ostta02g02380 ostta02g02510 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g04960 ostta06g03370 ostta07g01740 ostta07g02590 ostta08g01100 ostta11g00690 ostta12g02460 ostta15g02680 ostta17g00130 ostta20g00080
GO:0006779	porphyrin-containing compound biosynthetic process	6.0267669568429e-15	2.64860547840201e-13	12.81 (15/124; 23/2435)	ostta01g03390 ostta01g05690 ostta02g02380 ostta02g02510 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g04960 ostta06g03370 ostta07g01740 ostta07g02590 ostta08g01100 ostta12g02460 ostta15g02680 ostta17g00130
GO:0006778	porphyrin-containing compound metabolic process	1.53915942295077e-14	5.41136049753218e-13	12.27 (15/124; 24/2435)	ostta01g03390 ostta01g05690 ostta02g02380 ostta02g02510 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g04960 ostta06g03370 ostta07g01740 ostta07g02590 ostta08g01100 ostta12g02460 ostta15g02680 ostta17g00130
GO:0015994	chlorophyll metabolic process	8.75301499763743e-11	2.19812557083527e-09	16.07 (9/124; 11/2435)	ostta01g05690 ostta02g02380 ostta02g02510 ostta04g02090 ostta05g04960 ostta07g01740 ostta07g02590 ostta08g01100 ostta15g02680
GO:0015995	chlorophyll biosynthetic process	8.75301499763743e-11	2.19812557083527e-09	16.07 (9/124; 11/2435)	ostta01g05690 ostta02g02380 ostta02g02510 ostta04g02090 ostta05g04960 ostta07g01740 ostta07g02590 ostta08g01100 ostta15g02680
GO:0046148	pigment biosynthetic process	1.46412437025681e-08	3.21722065569588e-07	11.05 (9/124; 16/2435)	ostta01g05690 ostta02g02380 ostta02g02510 ostta04g02090 ostta05g04960 ostta07g01740 ostta07g02590 ostta08g01100 ostta15g02680
GO:0042440	pigment metabolic process	2.97861091165844e-08	5.8178716052276e-07	10.4 (9/124; 17/2435)	ostta01g05690 ostta02g02380 ostta02g02510 ostta04g02090 ostta05g04960 ostta07g01740 ostta07g02590 ostta08g01100 ostta15g02680
GO:1901362	organic cyclic compound biosynthetic process	2.69032651912715e-06	4.72931082836036e-05	2.33 (31/124; 261/2435)	ostta01g00830 ostta01g02390 ostta01g03040 ostta01g03390 ostta01g04630 ostta01g05690 ostta02g02380 ostta02g02510 ostta03g01100 ostta03g03160 ostta04g02090 ostta04g04220 ostta05g01070 ostta05g01230 ostta05g04960 ostta06g00700 ostta06g01710 ostta06g03370 ostta07g01350 ostta07g01740 ostta07g02590 ostta08g01100 ostta09g01360 ostta10g01470 ostta11g00040 ostta11g00690 ostta11g02780 ostta12g02460 ostta15g02680 ostta17g00130 ostta20g00080
GO:0019438	aromatic compound biosynthetic process	3.05627084606572e-06	4.88418403151173e-05	2.41 (29/124; 236/2435)	ostta01g00830 ostta01g02390 ostta01g03040 ostta01g03390 ostta01g04630 ostta01g05690 ostta02g02380 ostta02g02510 ostta03g01100 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g04960 ostta06g00700 ostta06g01710 ostta06g03370 ostta07g01350 ostta07g01740 ostta07g02590 ostta08g01100 ostta10g01470 ostta11g00040 ostta11g00690 ostta11g02780 ostta12g02460 ostta15g02680 ostta17g00130 ostta20g00080
GO:0018130	heterocycle biosynthetic process	4.2369779266227e-06	6.20680099777186e-05	2.33 (30/124; 253/2435)	ostta01g00830 ostta01g02390 ostta01g03040 ostta01g03390 ostta01g04630 ostta01g05690 ostta02g02380 ostta02g02510 ostta03g01100 ostta03g03160 ostta04g02090 ostta05g01070 ostta05g01230 ostta05g04960 ostta06g00700 ostta06g01710 ostta06g03370 ostta07g01350 ostta07g01740 ostta07g02590 ostta08g01100 ostta09g01360 ostta10g01470 ostta11g00040 ostta11g00690 ostta11g02780 ostta12g02460 ostta15g02680 ostta17g00130 ostta20g00080
GO:0005975	carbohydrate metabolic process	0.000391146007353652	0.00502169549505019	2.53 (16/124; 124/2435)	ostta01g01560 ostta01g03040 ostta01g05290 ostta03g00350 ostta04g00860 ostta04g02740 ostta06g00700 ostta07g01740 ostta07g03070 ostta09g03990 ostta10g01470 ostta10g03420 ostta11g02780 ostta13g01180 ostta15g02520 ostta20g00490
GO:0006091	generation of precursor metabolites and energy	0.000399931437629746	0.00502169549505019	4.25 (8/124; 37/2435)	ostta01g03040 ostta06g00700 ostta07g03070 ostta10g01470 ostta11g02780 ostta12g00420 ostta14g00150 ostta20g00490
GO:0006090	pyruvate metabolic process	0.00206375080652859	0.024185711206335	5.17 (5/124; 19/2435)	ostta01g03040 ostta06g00700 ostta08g01180 ostta10g01470 ostta11g02780
GO:0006720	isoprenoid metabolic process	0.00320095670936862	0.033099676189756	6.04 (4/124; 13/2435)	ostta08g01180 ostta11g00050 ostta12g01280 ostta16g01910
GO:0008299	isoprenoid biosynthetic process	0.00320095670936862	0.033099676189756	6.04 (4/124; 13/2435)	ostta08g01180 ostta11g00050 ostta12g01280 ostta16g01910
GO:0006754	ATP biosynthetic process	0.00550385513773955	0.0537149927522297	3.57 (6/124; 33/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0016051	carbohydrate biosynthetic process	0.00614509925904699	0.0537149927522297	4.09 (5/124; 24/2435)	ostta07g01740 ostta07g03070 ostta11g02780 ostta13g01180 ostta20g00490
GO:0006096	glycolytic process	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0006165	nucleoside diphosphate phosphorylation	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0006757	ATP generation from ADP	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009135	purine nucleoside diphosphate metabolic process	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009179	purine ribonucleoside diphosphate metabolic process	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009185	ribonucleoside diphosphate metabolic process	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0042866	pyruvate biosynthetic process	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0046031	ADP metabolic process	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0046939	nucleotide phosphorylation	0.0090918720041851	0.0537149927522297	4.62 (4/124; 17/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009142	nucleoside triphosphate biosynthetic process	0.00977805856088492	0.0537149927522297	3.18 (6/124; 37/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009145	purine nucleoside triphosphate biosynthetic process	0.00977805856088492	0.0537149927522297	3.18 (6/124; 37/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009201	ribonucleoside triphosphate biosynthetic process	0.00977805856088492	0.0537149927522297	3.18 (6/124; 37/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.00977805856088492	0.0537149927522297	3.18 (6/124; 37/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0046034	ATP metabolic process	0.0111383022372962	0.0589355263779879	3.1 (6/124; 38/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0019362	pyridine nucleotide metabolic process	0.0120694311504622	0.0589355263779879	3.51 (5/124; 28/2435)	ostta01g03040 ostta05g04130 ostta06g00700 ostta10g01470 ostta11g02780
GO:0046496	nicotinamide nucleotide metabolic process	0.0120694311504622	0.0589355263779879	3.51 (5/124; 28/2435)	ostta01g03040 ostta05g04130 ostta06g00700 ostta10g01470 ostta11g02780
GO:0072524	pyridine-containing compound metabolic process	0.0120694311504622	0.0589355263779879	3.51 (5/124; 28/2435)	ostta01g03040 ostta05g04130 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009132	nucleoside diphosphate metabolic process	0.0136829803069764	0.06423818215069	4.13 (4/124; 19/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009127	purine nucleoside monophosphate biosynthetic process	0.0142516446028926	0.06423818215069	2.95 (6/124; 40/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	0.0142516446028926	0.06423818215069	2.95 (6/124; 40/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009156	ribonucleoside monophosphate biosynthetic process	0.0160163195469118	0.0685083181036895	2.87 (6/124; 41/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009166	nucleotide catabolic process	0.0164435091700796	0.0685083181036895	3.93 (4/124; 20/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:1901292	nucleoside phosphate catabolic process	0.0164435091700796	0.0685083181036895	3.93 (4/124; 20/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009124	nucleoside monophosphate biosynthetic process	0.0179270269528816	0.0685083181036895	2.81 (6/124; 42/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009144	purine nucleoside triphosphate metabolic process	0.0179270269528816	0.0685083181036895	2.81 (6/124; 42/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009199	ribonucleoside triphosphate metabolic process	0.0179270269528816	0.0685083181036895	2.81 (6/124; 42/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009205	purine ribonucleoside triphosphate metabolic process	0.0179270269528816	0.0685083181036895	2.81 (6/124; 42/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0016052	carbohydrate catabolic process	0.0195298147313129	0.0708523828953777	3.74 (4/124; 21/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0009141	nucleoside triphosphate metabolic process	0.0199889879951153	0.0708523828953777	2.74 (6/124; 43/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0019318	hexose metabolic process	0.0202260513985995	0.0708523828953777	4.91 (3/124; 12/2435)	ostta01g01560 ostta10g03420 ostta11g02780
GO:0009152	purine ribonucleotide biosynthetic process	0.0222071568323765	0.0708523828953777	2.68 (6/124; 44/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0019359	nicotinamide nucleotide biosynthetic process	0.0229515141722327	0.0708523828953777	3.57 (4/124; 22/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0019363	pyridine nucleotide biosynthetic process	0.0229515141722327	0.0708523828953777	3.57 (4/124; 22/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0034655	nucleobase-containing compound catabolic process	0.0229515141722327	0.0708523828953777	3.57 (4/124; 22/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0046434	organophosphate catabolic process	0.0229515141722327	0.0708523828953777	3.57 (4/124; 22/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0072525	pyridine-containing compound biosynthetic process	0.0229515141722327	0.0708523828953777	3.57 (4/124; 22/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0008610	lipid biosynthetic process	0.0236944421599246	0.0708523828953777	2.41 (7/124; 57/2435)	ostta04g04220 ostta07g03340 ostta08g01180 ostta10g02580 ostta11g00050 ostta12g01280 ostta16g01910
GO:0009126	purine nucleoside monophosphate metabolic process	0.0245862011304619	0.0708523828953777	2.62 (6/124; 45/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009167	purine ribonucleoside monophosphate metabolic process	0.0245862011304619	0.0708523828953777	2.62 (6/124; 45/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009260	ribonucleotide biosynthetic process	0.0245862011304619	0.0708523828953777	2.62 (6/124; 45/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0032787	monocarboxylic acid metabolic process	0.0245862011304619	0.0708523828953777	2.62 (6/124; 45/2435)	ostta01g03040 ostta06g00700 ostta08g01180 ostta10g01470 ostta10g02580 ostta11g02780
GO:0046390	ribose phosphate biosynthetic process	0.0245862011304619	0.0708523828953777	2.62 (6/124; 45/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0019439	aromatic compound catabolic process	0.0267164508092351	0.0745195873288346	3.42 (4/124; 23/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0006164	purine nucleotide biosynthetic process	0.0271304844885817	0.0745195873288346	2.56 (6/124; 46/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009161	ribonucleoside monophosphate metabolic process	0.0271304844885817	0.0745195873288346	2.56 (6/124; 46/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0009123	nucleoside monophosphate metabolic process	0.0298440507862401	0.0791516065277177	2.51 (6/124; 47/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0019693	ribose phosphate metabolic process	0.0305229749159482	0.0791516065277177	2.29 (7/124; 60/2435)	ostta01g00830 ostta01g03040 ostta05g04130 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0000271	polysaccharide biosynthetic process	0.0310681904664185	0.0791516065277177	4.21 (3/124; 14/2435)	ostta07g03070 ostta13g01180 ostta20g00490
GO:0005996	monosaccharide metabolic process	0.0310681904664185	0.0791516065277177	4.21 (3/124; 14/2435)	ostta01g01560 ostta10g03420 ostta11g02780
GO:0033692	cellular polysaccharide biosynthetic process	0.0310681904664185	0.0791516065277177	4.21 (3/124; 14/2435)	ostta07g03070 ostta13g01180 ostta20g00490
GO:0072522	purine-containing compound biosynthetic process	0.0357935286469128	0.0898875080305931	2.4 (6/124; 49/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
GO:0044264	cellular polysaccharide metabolic process	0.0374241887896253	0.0926588514138981	3.93 (3/124; 15/2435)	ostta07g03070 ostta13g01180 ostta20g00490
GO:0044270	cellular nitrogen compound catabolic process	0.0401231725252818	0.097961546955001	3.02 (4/124; 26/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0046700	heterocycle catabolic process	0.0453052382839935	0.106242679690975	2.91 (4/124; 27/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:1901361	organic cyclic compound catabolic process	0.0453052382839935	0.106242679690975	2.91 (4/124; 27/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta11g02780
GO:0072330	monocarboxylic acid biosynthetic process	0.0453280893891138	0.106242679690975	2.52 (5/124; 39/2435)	ostta01g03040 ostta06g00700 ostta10g01470 ostta10g02580 ostta11g02780
GO:0009150	purine ribonucleotide metabolic process	0.0498635007774533	0.115335244180536	2.22 (6/124; 53/2435)	ostta01g00830 ostta01g03040 ostta06g00700 ostta07g01350 ostta10g01470 ostta11g02780
