GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0043604	amide biosynthetic process	2.96080773131741e-11	4.44906444760303e-09	2.27 (62/273; 244/2435)	ostta01g00485 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g04670 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g01790 ostta09g04010 ostta11g00780 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g01210 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:0006412	translation	2.9870043994508e-11	4.44906444760303e-09	2.33 (59/273; 226/2435)	ostta01g00485 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g04010 ostta11g00780 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:0043043	peptide biosynthetic process	5.44598653888395e-11	5.40776908948827e-09	2.3 (59/273; 229/2435)	ostta01g00485 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g04010 ostta11g00780 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:0006518	peptide metabolic process	1.4370092801966e-10	1.07019375340958e-08	2.25 (59/273; 234/2435)	ostta01g00485 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g04010 ostta11g00780 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:0043603	cellular amide metabolic process	1.91882692333582e-10	1.14321688274534e-08	2.18 (62/273; 254/2435)	ostta01g00485 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g04670 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g01790 ostta09g04010 ostta11g00780 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g01210 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:1901566	organonitrogen compound biosynthetic process	5.51384137591284e-07	2.73757387611111e-05	1.65 (79/273; 428/2435)	ostta01g00485 ostta01g04150 ostta01g04340 ostta01g05700 ostta02g00750 ostta02g03140 ostta02g04560 ostta03g00660 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02820 ostta03g02960 ostta03g03015 ostta03g04670 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g03700 ostta04g04420 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g01030 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g00860 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g01080 ostta09g01790 ostta09g03600 ostta09g04010 ostta10g02850 ostta10g03390 ostta11g00780 ostta11g03110 ostta13g00070 ostta13g00100 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta14g01900 ostta14g02970 ostta15g00620 ostta15g00930 ostta15g01210 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01720 ostta16g02560 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:0008610	lipid biosynthetic process	5.76718720863305e-06	0.0002454306736907	2.97 (19/273; 57/2435)	ostta01g02220 ostta03g02390 ostta03g04010 ostta03g05590 ostta04g02080 ostta04g03170 ostta04g03270 ostta04g03700 ostta05g00100 ostta06g03510 ostta08g02430 ostta09g00960 ostta09g03060 ostta10g00370 ostta12g02740 ostta13g01040 ostta15g01890 ostta17g01400 ostta17g01950
GO:0044271	cellular nitrogen compound biosynthetic process	1.85357487601599e-05	0.000690212749884902	1.52 (79/273; 465/2435)	ostta01g00485 ostta01g03880 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g00660 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g03120 ostta03g04670 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g03560 ostta04g04420 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g01030 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01070 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g00490 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g00860 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g01080 ostta09g01790 ostta09g04010 ostta10g02850 ostta10g03390 ostta10g03410 ostta11g00780 ostta11g03110 ostta12g01630 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g01210 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01340 ostta16g01450 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:0034645	cellular macromolecule biosynthetic process	3.37471643350664e-05	0.00111701140430688	1.56 (68/273; 389/2435)	ostta01g00485 ostta01g03880 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g03120 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g03560 ostta04g03700 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01070 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g00490 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g04010 ostta10g02820 ostta10g03410 ostta11g00780 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01340 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
GO:0009059	macromolecule biosynthetic process	5.72884177550253e-05	0.00170659181312338	1.54 (68/273; 395/2435)	ostta01g00485 ostta01g03880 ostta01g04150 ostta01g04340 ostta02g03140 ostta02g04560 ostta03g01170 ostta03g01600 ostta03g02100 ostta03g02960 ostta03g03015 ostta03g03120 ostta03g04810 ostta03g05760 ostta04g00090 ostta04g00400 ostta04g01610 ostta04g01860 ostta04g03560 ostta04g03700 ostta04g04740 ostta04g04870 ostta05g00490 ostta05g02870 ostta05g03820 ostta06g00460 ostta06g01030 ostta06g01070 ostta06g01640 ostta06g01790 ostta06g02460 ostta06g03020 ostta06g04240 ostta07g00280 ostta07g00490 ostta07g01530 ostta07g01760 ostta07g01880 ostta07g03980 ostta07g04450 ostta07g04530 ostta08g01270 ostta08g01890 ostta08g01980 ostta09g04010 ostta10g02820 ostta10g03410 ostta11g00780 ostta13g00070 ostta13g01580 ostta14g01060 ostta14g01070 ostta14g01080 ostta14g01850 ostta15g00620 ostta15g00930 ostta15g02200 ostta15g02360 ostta16g00330 ostta16g00770 ostta16g01340 ostta16g01720 ostta17g00360 ostta17g01270 ostta18g00590 ostta18g00630 ostta20g00130 ostta20g00570
