GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0046907	intracellular transport	1.88707243596214e-05	0.0014698465947668	1.99 (34/428; 97/2435)	ostta01g01830 ostta01g02490 ostta01g04440 ostta02g03490 ostta03g05300 ostta04g01810 ostta04g02160 ostta04g02610 ostta04g03090 ostta05g00860 ostta05g01960 ostta05g02280 ostta05g03640 ostta06g00850 ostta07g00770 ostta07g02700 ostta08g01930 ostta08g02570 ostta09g02670 ostta09g03465 ostta10g00390 ostta10g02160 ostta10g02590 ostta10g02880 ostta11g00970 ostta11g01070 ostta11g02920 ostta12g02440 ostta13g00310 ostta13g01170 ostta14g02210 ostta15g00470 ostta16g02230 ostta17g01370
GO:0051649	establishment of localization in cell	1.88707243596214e-05	0.0014698465947668	1.99 (34/428; 97/2435)	ostta01g01830 ostta01g02490 ostta01g04440 ostta02g03490 ostta03g05300 ostta04g01810 ostta04g02160 ostta04g02610 ostta04g03090 ostta05g00860 ostta05g01960 ostta05g02280 ostta05g03640 ostta06g00850 ostta07g00770 ostta07g02700 ostta08g01930 ostta08g02570 ostta09g02670 ostta09g03465 ostta10g00390 ostta10g02160 ostta10g02590 ostta10g02880 ostta11g00970 ostta11g01070 ostta11g02920 ostta12g02440 ostta13g00310 ostta13g01170 ostta14g02210 ostta15g00470 ostta16g02230 ostta17g01370
GO:0006810	transport	2.02078114706943e-05	0.0014698465947668	1.48 (86/428; 330/2435)	ostta01g00440 ostta01g01830 ostta01g02490 ostta01g03210 ostta01g04440 ostta02g01890 ostta02g03490 ostta02g04070 ostta02g04320 ostta02g04500 ostta03g00510 ostta03g01690 ostta03g04320 ostta03g05300 ostta03g05430 ostta03g05870 ostta04g01390 ostta04g01810 ostta04g02160 ostta04g02610 ostta04g03090 ostta04g05060 ostta05g00300 ostta05g00860 ostta05g01960 ostta05g01970 ostta05g02280 ostta05g02520 ostta05g03640 ostta05g04140 ostta06g00850 ostta06g02310 ostta06g02990 ostta06g03170 ostta06g04580 ostta07g00560 ostta07g00770 ostta07g01975 ostta07g02280 ostta07g02690 ostta07g02700 ostta07g03230 ostta08g01930 ostta08g02570 ostta08g02780 ostta08g04100 ostta09g00580 ostta09g01830 ostta09g02670 ostta09g03465 ostta09g03670 ostta09g03770 ostta09g03950 ostta10g00390 ostta10g02160 ostta10g02290 ostta10g02590 ostta10g02880 ostta10g02960 ostta11g00970 ostta11g01070 ostta11g02920 ostta12g00910 ostta12g02260 ostta12g02440 ostta12g03040 ostta13g00250 ostta13g00310 ostta13g01170 ostta13g02250 ostta14g02210 ostta14g02280 ostta14g02870 ostta15g00190 ostta15g00470 ostta15g01710 ostta16g00545 ostta16g02230 ostta16g02300 ostta17g00910 ostta17g01370 ostta17g01990 ostta17g02070 ostta18g00690 ostta18g01510 ostta20g00470
GO:0051179	localization	2.67139474686117e-05	0.0014698465947668	1.47 (87/428; 337/2435)	ostta01g00440 ostta01g01830 ostta01g02490 ostta01g03210 ostta01g04440 ostta02g01890 ostta02g03490 ostta02g04070 ostta02g04320 ostta02g04500 ostta03g00510 ostta03g01690 ostta03g04320 ostta03g05090 ostta03g05300 ostta03g05430 ostta03g05870 ostta04g01390 ostta04g01810 ostta04g02160 ostta04g02610 ostta04g03090 ostta04g05060 ostta05g00300 ostta05g00860 ostta05g01960 ostta05g01970 ostta05g02280 ostta05g02520 ostta05g03640 ostta05g04140 ostta06g00850 ostta06g02310 ostta06g02990 ostta06g03170 ostta06g04580 ostta07g00560 ostta07g00770 ostta07g01975 ostta07g02280 ostta07g02690 ostta07g02700 ostta07g03230 ostta08g01930 ostta08g02570 ostta08g02780 ostta08g04100 ostta09g00580 ostta09g01830 ostta09g02670 ostta09g03465 ostta09g03670 ostta09g03770 ostta09g03950 ostta10g00390 ostta10g02160 ostta10g02290 ostta10g02590 ostta10g02880 ostta10g02960 ostta11g00970 ostta11g01070 ostta11g02920 ostta12g00910 ostta12g02260 ostta12g02440 ostta12g03040 ostta13g00250 ostta13g00310 ostta13g01170 ostta13g02250 ostta14g02210 ostta14g02280 ostta14g02870 ostta15g00190 ostta15g00470 ostta15g01710 ostta16g00545 ostta16g02230 ostta16g02300 ostta17g00910 ostta17g01370 ostta17g01990 ostta17g02070 ostta18g00690 ostta18g01510 ostta20g00470
GO:0006913	nucleocytoplasmic transport	3.31076728734574e-05	0.0014698465947668	3.79 (10/428; 15/2435)	ostta04g01810 ostta05g01960 ostta05g02280 ostta07g00770 ostta07g02700 ostta08g02570 ostta09g03465 ostta13g00310 ostta13g01170 ostta14g02210
GO:0051169	nuclear transport	3.31076728734574e-05	0.0014698465947668	3.79 (10/428; 15/2435)	ostta04g01810 ostta05g01960 ostta05g02280 ostta07g00770 ostta07g02700 ostta08g02570 ostta09g03465 ostta13g00310 ostta13g01170 ostta14g02210
GO:0051234	establishment of localization	3.35892778529184e-05	0.0014698465947668	1.46 (86/428; 334/2435)	ostta01g00440 ostta01g01830 ostta01g02490 ostta01g03210 ostta01g04440 ostta02g01890 ostta02g03490 ostta02g04070 ostta02g04320 ostta02g04500 ostta03g00510 ostta03g01690 ostta03g04320 ostta03g05300 ostta03g05430 ostta03g05870 ostta04g01390 ostta04g01810 ostta04g02160 ostta04g02610 ostta04g03090 ostta04g05060 ostta05g00300 ostta05g00860 ostta05g01960 ostta05g01970 ostta05g02280 ostta05g02520 ostta05g03640 ostta05g04140 ostta06g00850 ostta06g02310 ostta06g02990 ostta06g03170 ostta06g04580 ostta07g00560 ostta07g00770 ostta07g01975 ostta07g02280 ostta07g02690 ostta07g02700 ostta07g03230 ostta08g01930 ostta08g02570 ostta08g02780 ostta08g04100 ostta09g00580 ostta09g01830 ostta09g02670 ostta09g03465 ostta09g03670 ostta09g03770 ostta09g03950 ostta10g00390 ostta10g02160 ostta10g02290 ostta10g02590 ostta10g02880 ostta10g02960 ostta11g00970 ostta11g01070 ostta11g02920 ostta12g00910 ostta12g02260 ostta12g02440 ostta12g03040 ostta13g00250 ostta13g00310 ostta13g01170 ostta13g02250 ostta14g02210 ostta14g02280 ostta14g02870 ostta15g00190 ostta15g00470 ostta15g01710 ostta16g00545 ostta16g02230 ostta16g02300 ostta17g00910 ostta17g01370 ostta17g01990 ostta17g02070 ostta18g00690 ostta18g01510 ostta20g00470
GO:0006886	intracellular protein transport	8.45961752287647e-05	0.0026259618919132	1.96 (30/428; 87/2435)	ostta01g01830 ostta01g02490 ostta01g04440 ostta02g03490 ostta03g05300 ostta04g01810 ostta04g02160 ostta04g02610 ostta04g03090 ostta05g00860 ostta05g01960 ostta05g02280 ostta05g03640 ostta06g00850 ostta07g00770 ostta07g02700 ostta08g01930 ostta08g02570 ostta09g02670 ostta09g03465 ostta10g02590 ostta10g02880 ostta11g01070 ostta11g02920 ostta12g02440 ostta13g00310 ostta13g01170 ostta15g00470 ostta16g02230 ostta17g01370
GO:0016192	vesicle-mediated transport	8.58405509472118e-05	0.0026259618919132	2.24 (22/428; 56/2435)	ostta01g01830 ostta01g02490 ostta01g04440 ostta02g01890 ostta02g04320 ostta03g01690 ostta03g05300 ostta03g05870 ostta04g02160 ostta04g02610 ostta04g05060 ostta05g00300 ostta05g03640 ostta06g03170 ostta08g01930 ostta09g02670 ostta10g02590 ostta11g00970 ostta11g02920 ostta12g02440 ostta14g02870 ostta16g02230
GO:0015031	protein transport	9.05329684629509e-05	0.0026259618919132	1.83 (36/428; 112/2435)	ostta01g01830 ostta01g02490 ostta01g04440 ostta02g03490 ostta03g05300 ostta04g01810 ostta04g02160 ostta04g02610 ostta04g03090 ostta05g00860 ostta05g01960 ostta05g02280 ostta05g03640 ostta06g00850 ostta06g02990 ostta07g00770 ostta07g02700 ostta08g01930 ostta08g02570 ostta09g02670 ostta09g03465 ostta09g03950 ostta10g02590 ostta10g02880 ostta11g01070 ostta11g02920 ostta12g02260 ostta12g02440 ostta13g00310 ostta13g01170 ostta15g00470 ostta16g02230 ostta17g00910 ostta17g01370 ostta17g01990 ostta17g02070
